hidden_row_idx,row_uid,text_id,word_position,word,word_clean,primary_RT,log_primary_RT,surprisal,surprisal_z,zipf_freq,zipf_freq_z,word_length,word_length_z,is_sentence_final,is_sentence_final_z,start_token_idx,end_token_idx,hidden_token_idx,n_tokens,RT_prime,RT_resid_controls_oof,controls_oof_pred,controls_surprisal_oof_pred
309,provo:6:27,6,27,know,know,195.78846153846155,5.277034798525769,3.770408391952514,-0.521679467422262,6.1,0.27454428990936186,4,-0.2958771723749192,0,-0.2088879996334169,29,29,29,1,5.289041568735725,-0.04416260017949103,5.32119739870526,5.316514520556532
310,provo:6:28,6,28,that,that,194.87234042553192,5.272344679692929,3.5377962589263916,-0.5709211470511942,7.01,0.9406434434717452,4,-0.2958771723749192,0,-0.2088879996334169,30,30,30,1,5.308244737455368,-0.02427435097228159,5.296619030665211,5.296886780575598
311,provo:6:29,6,29,the,the,198.06976744186048,5.288619329447519,2.4173285961151123,-0.8081130293875096,7.73,1.4676669495870378,3,-0.6912821334247348,0,-0.2088879996334169,31,31,31,1,5.345800873065086,0.012895335295026733,5.275723994152492,5.277244140748874
312,provo:6:30,6,30,crocodile,crocodile,208.74666666666667,5.341121395539601,12.243895530700684,1.2720736511188806,3.49,-1.635915919758572,9,1.6811476328741586,0,-0.2088879996334169,32,33,33,2,5.2727145328222225,-0.05781208203732824,5.3989334775769295,5.402285220078729
313,provo:6:31,6,31,was,was,204.66666666666663,5.321382639479033,1.9553660154342651,-0.9059059222280839,6.82,0.8015677960246546,3,-0.6912821334247348,0,-0.2088879996334169,34,34,34,1,5.3546708955441185,0.021080277286491977,5.300302362192541,5.294890840712189
314,provo:6:32,6,32,waiting,waiting,195.14084507042253,5.2737215802557635,7.443554878234863,0.25588918368219793,5.06,-0.48671188559050466,7,0.8903377107745275,0,-0.2088879996334169,35,35,35,1,5.2512910160418524,-0.07991062886143663,5.3536322091172,5.352990915665239
315,provo:6:33,6,33,for,for,181.1304347826087,5.199217405891767,0.690669059753418,-1.1736297142296321,7.01,0.9406434434717452,3,-0.6912821334247348,0,-0.2088879996334169,36,36,36,1,5.237494370346932,-0.09595320912757721,5.2951706150193445,5.287324141836748
316,provo:6:34,6,34,him;,him,188.69117647058823,5.240111691718911,4.820446014404297,-0.29939692553400327,6.11,0.2818640608276303,3,-0.6912821334247348,0,-0.2088879996334169,37,38,38,2,5.254757932221072,-0.07936719938399772,5.319478891102909,5.317858830729977
317,provo:6:35,6,35,for,for,174.01724137931035,5.15915438269244,2.540005683898926,-0.782143507609458,7.01,0.9406434434717452,3,-0.6912821334247348,0,-0.2088879996334169,39,39,39,1,5.197431347147605,-0.13601623232690407,5.2951706150193445,5.292598750581037
318,provo:6:36,6,36,we,we,216.0,5.375278407684165,11.213383674621582,1.053924520156891,6.54,0.5966142103131519,2,-1.0866870944745504,0,-0.2088879996334169,40,40,40,1,5.403591789656596,0.06886188635593715,5.306416521328228,5.3256892102198705
319,provo:6:37,6,37,purposely,purposely,189.12048192771084,5.242384282478609,17.41752815246582,2.3672803231205584,3.44,-1.6725147743499118,9,1.6811476328741586,0,-0.2088879996334169,41,41,41,1,5.172664601763841,-0.1578996548807412,5.40028393735935,5.418083255606447
320,provo:6:38,6,38,stopped,stopped,227.825,5.428577790382191,7.8099470138549805,0.3334507619457873,4.84,-0.6477468457923993,7,0.8903377107745275,0,-0.2088879996334169,42,42,42,1,5.400370826979767,0.06900355822234161,5.359574232159849,5.358620699585615
321,provo:6:39,6,39,the,the,200.70967741935485,5.301859472972436,2.418233871459961,-0.8079213915828642,7.73,1.4676669495870378,3,-0.6912821334247348,0,-0.2088879996334169,43,43,43,1,5.359041016590003,0.026135478819943714,5.275723994152492,5.277246722741351
322,provo:6:40,6,40,clock,clock,209.3015873015873,5.343776213281712,11.33764362335205,1.0802291178857037,4.43,-0.9478574534413853,5,0.0995277886748964,0,-0.2088879996334169,44,44,44,1,5.309557955686148,-0.023974957802250785,5.367751171083963,5.3743422773231915
323,provo:6:41,6,41,that,that,223.44897959183675,5.409183108762798,8.218611717224121,0.41996102319985507,7.01,0.9406434434717452,4,-0.2958771723749192,0,-0.2088879996334169,45,45,45,1,5.4450831665252375,0.11256407809758784,5.296619030665211,5.310237227338178
324,provo:6:42,6,42,this,this,225.0,5.41610040220442,8.945377349853516,0.5738100936747641,6.82,0.8015677960246546,4,-0.2958771723749192,0,-0.2088879996334169,46,46,46,1,5.44701175157678,0.11434962436601293,5.301750777838407,5.316269658615527
325,provo:6:43,6,43,knowledge,knowledge,199.8,5.297316866214453,15.561860084533691,1.9744538126973392,4.96,-0.5599095947731839,9,1.6811476328741586,0,-0.2088879996334169,47,47,47,1,5.267506852620314,-0.06191309375931997,5.359229959973773,5.381113968355891
326,provo:6:44,6,44,might,might,219.98275862068965,5.393549173375324,2.6822755336761475,-0.752026392597235,5.66,-0.047525630494427436,5,0.0995277886748964,0,-0.2088879996334169,48,48,48,1,5.391626238515531,0.05901931293889984,5.334529860436424,5.324022705711713
327,provo:6:45,6,45,be,be,200.7878787878788,5.302249021393361,2.985947370529175,-0.6877420790143022,6.79,0.7796084832698505,2,-1.0866870944745504,0,-0.2088879996334169,49,49,49,1,5.337126493352737,0.0025847989772334046,5.299664222416127,5.297013253716046
328,provo:6:46,6,46,spared,spared,214.765625,5.369547317239674,14.664320945739746,1.7844536860833253,3.64,-1.5261193559845527,6,0.49493274972471196,0,-0.2088879996334169,50,50,50,1,5.312209628592638,-0.020989534052395342,5.39053685129207,5.401736177536594
329,provo:6:47,6,47,him:,him,203.5,5.31566600488265,11.877557754516602,1.1945235802083223,6.11,0.2818640608276303,3,-0.6912821334247348,0,-0.2088879996334169,51,52,52,2,5.33031224538481,-0.003812886220258882,5.319478891102909,5.337986860861338
330,provo:6:48,6,48,a,a,166.8,5.116795489924646,7.947264671325684,0.36251954700270633,7.36,1.1968354256111238,1,-1.482092055524366,0,-0.2088879996334169,53,53,53,1,5.169015993746984,-0.16602507532602306,5.2828205652506695,5.297842835727678
331,provo:6:49,6,49,little,little,223.71641791044777,5.4103792583396295,5.521908283233643,-0.15090432601169232,5.75,0.018352307769983985,6,0.49493274972471196,0,-0.2088879996334169,54,54,54,1,5.408442489182413,0.07683180986569571,5.333547448473934,5.331688379707807
332,provo:6:50,6,50,mark,mark,233.0877192982456,5.451414860390637,15.57339096069336,1.9768947847236413,5.05,-0.49403165650877245,4,-0.2958771723749192,0,-0.2088879996334169,55,55,55,1,5.435852452655422,0.10185780625455187,5.349557054136085,5.3720604217397625
333,provo:6:51,6,51,of,of,199.4516129032258,5.295571665073423,2.36872935295105,-0.8184010067641007,7.4,1.2261145092841956,2,-1.0866870944745504,0,-0.2088879996334169,56,56,56,1,5.346465516600946,0.012383052002823192,5.2831886130706,5.2825405197304995
334,provo:6:52,6,52,respect,respect,196.73529411764707,5.281859140502247,10.630823135375977,0.9306022365562819,5.03,-0.508671198345308,7,0.8903377107745275,0,-0.2088879996334169,57,57,57,1,5.2586408854899025,-0.07258334448440529,5.354442484986652,5.362706719418647
335,provo:6:53,6,53,from,from,216.11111111111111,5.375792678716327,7.179384231567383,0.19996687996854307,6.63,0.6624921485775632,4,-0.2958771723749192,0,-0.2088879996334169,58,58,58,1,5.401715319698609,0.06891015370472253,5.306882525011605,5.315192336626046
336,provo:6:54,6,54,us,us,197.59649122807016,5.286227028213147,5.452359199523926,-0.16562717668145968,6.04,0.2306256643997545,2,-1.0866870944745504,0,-0.2088879996334169,59,59,59,1,5.301412230211686,-0.033694090939284216,5.319921119152431,5.319677772560154
337,provo:6:55,6,55,at,at,207.38333333333333,5.33456893255353,7.03682279586792,0.16978803911089435,6.7,0.7137305450054391,2,-1.0866870944745504,0,-0.2088879996334169,60,60,60,1,5.367083332117606,0.032473882529046705,5.302095050024484,5.31044259843365
338,provo:6:56,6,56,the,the,207.4716981132075,5.334994935733015,2.2067463397979736,-0.8526912027880421,7.73,1.4676669495870378,3,-0.6912821334247348,0,-0.2088879996334169,61,61,61,1,5.3921764793505815,0.059270941580522596,5.275723994152492,5.276643525914311
339,provo:6:57,6,57,end.,end,278.6585365853659,5.629987149058098,8.303934097290039,0.438022924140818,5.68,-0.03288608865789185,3,-0.6912821334247348,1,4.7854341734200965,62,63,63,2,5.624254704109855,0.29068183427060923,5.339305314787489,5.34811703849391
341,provo:7:3,7,3,know.,know,189.56603773584905,5.244737447910192,8.639154434204102,0.5089857420329149,6.1,0.27454428990936186,4,-0.2958771723749192,1,4.7854341734200965,2,3,3,2,5.247655767447292,-0.09149233597375517,5.336229783883947,5.345212440852604
342,provo:7:4,7,4,She,she,223.88636363636363,5.411138617937418,5.205112934112549,-0.21796675687640038,6.26,0.39166062460164913,3,-0.6912821334247348,0,-0.2088879996334169,4,4,4,1,5.429723312431745,0.09702927504768688,5.314109342889731,5.31423507725252
343,provo:7:5,7,5,looked,looked,203.5,5.31566600488265,5.880015850067139,-0.07509650872672236,5.11,-0.4501130309991644,6,0.49493274972471196,0,-0.2088879996334169,5,5,5,1,5.296925165358853,-0.03432850807062238,5.349994512953272,5.345928767068184
344,provo:7:6,7,6,around,around,204.921875,5.322628808941302,5.101365089416504,-0.2399291457864455,5.77,0.03299184960651957,6,0.49493274972471196,0,-0.2088879996334169,6,6,6,1,5.3212171669830415,-0.010240829449281286,5.332869638390584,5.330367921111053
345,provo:7:7,7,7,her,her,199.9591836734694,5.298113264087894,4.8404035568237305,-0.29517211190449144,6.3,0.42093970827472094,3,-0.6912821334247348,0,-0.2088879996334169,7,7,7,1,5.317748212980132,-0.014958207616219354,5.313071471704113,5.312571417950616
346,provo:7:8,7,8,anxiously,anxiously,200.61111111111111,5.301368263381293,12.945751190185549,1.4206495275381277,3.09,-1.9287067564892901,9,1.6811476328741586,0,-0.2088879996334169,8,9,9,2,5.222458856684801,-0.10708511792270325,5.408453381303996,5.4103085406285985
347,provo:7:9,7,9,for,for,208.4418604651163,5.3396601556637995,3.670527935028076,-0.5428231687291591,7.01,0.9406434434717452,3,-0.6912821334247348,0,-0.2088879996334169,10,10,10,1,5.377937120118964,0.04501089750439746,5.294649258159402,5.29507774178176
348,provo:7:10,7,10,some,some,194.43548387096777,5.2701004055701794,5.677201747894287,-0.11803024100243101,6.2,0.34774199909204173,4,-0.2958771723749192,0,-0.2088879996334169,11,11,11,1,5.284732811774915,-0.04758120192365656,5.317681607493836,5.31860290324307
349,provo:7:11,7,11,familiar,familiar,212.78082191780825,5.360262630839516,10.416897773742676,0.8853163609443357,4.61,-0.8161015769125618,8,1.2857426718243432,0,-0.2088879996334169,12,12,12,1,5.323639797956377,-0.006736187585334008,5.36699881842485,5.370759587242128
350,provo:7:12,7,12,landmark;,landmark,245.8717948717949,5.5048102410240345,20.86627960205078,3.09734677232511,3.89,-1.343125083027854,8,1.2857426718243432,0,-0.2088879996334169,13,14,14,2,5.449282828978493,0.1191297412580683,5.385680499765966,5.409521212895523
351,provo:7:13,7,13,but,but,185.73333333333332,5.224311953237541,6.162588119506836,-0.0152787641286481,6.63,0.6624921485775632,3,-0.6912821334247348,0,-0.2088879996334169,15,15,15,1,5.252611500912548,-0.0801970811852275,5.304509034422768,5.308675103299714
352,provo:7:14,7,14,everything,everything,214.47435897435895,5.368190192641689,8.5106840133667,0.4817898291526568,5.54,-0.13536288151364287,10,2.0765525939239744,0,-0.2088879996334169,16,16,16,1,5.351231961124538,0.0212909636310874,5.346899229010601,5.351081910281101
353,provo:7:15,7,15,was,was,150.45652173913044,5.013674150352768,2.174184799194336,-0.8595841577245275,6.82,0.8015677960246546,3,-0.6912821334247348,0,-0.2088879996334169,17,17,17,1,5.046962406417854,-0.2859049959383171,5.2995791462910855,5.295652868458429
354,provo:7:16,7,16,strange.,strange,199.64935064935065,5.296562581058915,10.116945266723633,0.8218193925687952,4.64,-0.7941422641577583,7,0.8903377107745275,1,4.7854341734200965,18,19,19,2,5.254015894994079,-0.08359587457711015,5.380158455636026,5.385207101214154
355,provo:7:17,7,17,Between,between,192.97368421052633,5.262553828367414,12.533419609069824,1.3333630246629253,5.77,0.03299184960651957,7,0.8903377107745275,0,-0.2088879996334169,20,20,20,1,5.258765279716428,-0.07233126784884814,5.334885096216262,5.349276745124352
356,provo:7:18,7,18,the,the,181.1428571428571,5.199285985941858,1.274954915046692,-1.0499421983474018,7.73,1.4676669495870378,3,-0.6912821334247348,0,-0.2088879996334169,21,21,21,1,5.2564675295594245,-0.07668159087642845,5.275967576818286,5.274593465897564
357,provo:7:19,7,19,branches,branches,221.56,5.4006934331649035,10.509782791137695,0.9049791971403295,4.21,-1.1088924136432798,8,1.2857426718243432,0,-0.2088879996334169,22,22,22,1,5.353568056302652,0.023315902883877193,5.377377530281026,5.379330242998076
358,provo:7:20,7,20,of,of,183.8,5.213848209921586,1.2016464471817017,-1.0654608733267947,7.4,1.2261145092841956,2,-1.0866870944745504,0,-0.2088879996334169,23,23,23,1,5.26474206144911,-0.0686663463523649,5.282514556273951,5.279281499339066
359,provo:7:21,7,21,the,the,209.95348837209303,5.346886022243864,1.0888900756835938,-1.0893302779412444,7.73,1.4676669495870378,3,-0.6912821334247348,0,-0.2088879996334169,24,24,24,1,5.404067565861431,0.07091844542557801,5.275967576818286,5.27417120951804
360,provo:7:22,7,22,many,many,212.27868852459017,5.357899979895529,12.008146286010742,1.222167876090021,5.91,0.13546864246227125,4,-0.2958771723749192,0,-0.2088879996334169,25,25,25,1,5.364918041715407,0.03269380630596519,5.325206173589564,5.339031277132774
361,provo:7:23,7,23,roads,roads,204.36666666666667,5.319915766100532,11.11855697631836,1.0338506493859612,4.55,-0.8600202024221698,5,0.0995277886748964,0,-0.2088879996334169,26,26,26,1,5.2888482716987015,-0.04259348562570686,5.362509251726239,5.367478456458408
362,provo:7:24,7,24,were,were,211.63636363636363,5.3548695360529575,6.483028888702393,0.05255536598099753,6.34,0.45021879194779274,4,-0.2958771723749192,0,-0.2088879996334169,27,27,27,1,5.3731778326503825,0.04082047770878283,5.314049058344175,5.317505699235817
363,provo:7:25,7,25,green,green,207.58461538461535,5.33553904153515,9.589982986450195,0.7102667085183801,5.13,-0.4354734891626288,5,0.0995277886748964,0,-0.2088879996334169,28,28,28,1,5.319700235903033,-0.011921077999634377,5.347460119534785,5.351887703783555
364,provo:7:26,7,26,meadows,meadows,224.5675675675676,5.414176631020757,8.876860618591309,0.5593057817708947,3.6,-1.5553984396576246,7,0.8903377107745275,0,-0.2088879996334169,29,30,30,2,5.353411781283084,0.022987022984742644,5.391189608036014,5.3863307855723805
365,provo:7:27,7,27,and,and,206.1176470588235,5.328447108000066,2.463048219680786,-0.798434638896488,7.41,1.2334342802024634,3,-0.6912821334247348,0,-0.2088879996334169,31,31,31,1,5.377226616434343,0.04417656169683948,5.284270546303227,5.2839776198278665
366,provo:7:28,7,28,a,a,186.33333333333337,5.227537184486989,4.817738056182861,-0.2999701734100007,7.36,1.1968354256111238,1,-1.482092055524366,0,-0.2088879996334169,32,32,32,1,5.279757688309327,-0.053999785146900514,5.28153696963389,5.286281373824523
367,provo:7:29,7,29,few,few,210.58,5.3498656284286135,4.14552116394043,-0.44227181700157103,5.6,-0.09144425600403548,3,-0.6912821334247348,0,-0.2088879996334169,33,33,33,1,5.3511211253574045,0.018631410976193585,5.33123421745242,5.325624207379778
368,provo:7:30,7,30,shrubs,shrubs,198.17391304347825,5.28914499387648,7.507573127746582,0.2694412116518958,3.37,-1.7237531707777873,6,0.49493274972471196,0,-0.2088879996334169,34,35,35,2,5.224718088043542,-0.1059969156511551,5.395141909527635,5.385987752896203
369,provo:7:31,7,31,and,and,202.2173913043478,5.3093433132949475,4.584725379943848,-0.34929664406126754,7.41,1.2334342802024634,3,-0.6912821334247348,0,-0.2088879996334169,36,36,36,1,5.358122821729224,0.025072766991720563,5.284270546303227,5.288792563474822
370,provo:7:32,7,32,"trees,",trees,194.07462686567163,5.268242759660354,6.300753593444824,0.013969495258879019,4.69,-0.7575434095664181,5,0.0995277886748964,0,-0.2088879996334169,37,38,38,2,5.240851155651213,-0.09063394291622373,5.358876702576578,5.353618960161847
371,provo:7:33,7,33,but,but,175.73214285714286,5.168960920163836,3.822007894515991,-0.5107563649117078,6.63,0.6624921485775632,3,-0.6912821334247348,0,-0.2088879996334169,39,39,39,1,5.197260467838843,-0.1355481142589321,5.304509034422768,5.303363380057562
372,provo:7:34,7,34,she,she,215.0810810810811,5.37101507834265,4.309053421020508,-0.40765366141624276,6.26,0.39166062460164913,3,-0.6912821334247348,0,-0.2088879996334169,40,40,40,1,5.389599772836977,0.05690573545291855,5.314109342889731,5.312201555781552
373,provo:7:35,7,35,couldn't,couldn't,178.98666666666668,5.187311315170677,2.8294432163238525,-0.720872454982739,5.09,-0.46475257283570065,8,1.2857426718243432,0,-0.2088879996334169,41,42,42,2,5.163291535062474,-0.16723304902676261,5.35454436419744,5.343508749400048
374,provo:7:36,7,36,see,see,209.1794871794872,5.343192673747858,1.911611557006836,-0.9151683067657767,6.1,0.27454428990936186,3,-0.6912821334247348,0,-0.2088879996334169,43,43,43,1,5.35757635065054,0.02493184611565713,5.3182608276322005,5.3101047353138515
375,provo:7:37,7,37,the,the,198.125,5.288898144631545,3.259056806564331,-0.6299275223188815,7.73,1.4676669495870378,3,-0.6912821334247348,0,-0.2088879996334169,44,44,44,1,5.3460796882491115,0.01293056781325852,5.275967576818286,5.2790961956136595
376,provo:7:38,7,38,farm-house,farm-house,207.2289156626506,5.333824055004946,19.412174224853516,2.789527097576612,4.71,-0.7429038677298826,10,2.0765525939239744,0,-0.2088879996334169,45,47,47,3,5.2950730447311365,-0.03461100110721915,5.368435056112165,5.393168514795959
377,provo:7:39,7,39,from,from,202.71698113207543,5.3118108246509514,6.976789951324463,0.15707968181342516,6.63,0.6624921485775632,4,-0.2958771723749192,0,-0.2088879996334169,48,48,48,1,5.337733465633233,0.005286332402503646,5.306524492248448,5.312565342792909
378,provo:7:40,7,40,which,which,195.22222222222223,5.274138510850878,4.2731828689575195,-0.415247101233074,6.3,0.42093970827472094,5,0.0995277886748964,0,-0.2088879996334169,49,49,49,1,5.289019646357666,-0.04296387650459366,5.3171023873554715,5.3153691372031675
379,provo:7:41,7,41,she,she,206.1219512195122,5.328467989840174,1.837810516357422,-0.9307912545143024,6.26,0.39166062460164913,3,-0.6912821334247348,0,-0.2088879996334169,50,50,50,1,5.347052684334502,0.014358646950443088,5.314109342889731,5.306593306069132
380,provo:7:42,7,42,had,had,180.225,5.194206070290642,1.5884701013565063,-0.9835741453905976,6.33,0.442899021029525,3,-0.6912821334247348,0,-0.2088879996334169,51,51,51,1,5.214628709981314,-0.11808699802425782,5.3122930683149,5.30456447595067
381,provo:7:43,7,43,just,just,209.85454545454544,5.346414650038441,5.126788139343262,-0.23454733846884024,6.43,0.5160967302122041,4,-0.2958771723749192,0,-0.2088879996334169,52,52,52,1,5.367086019031166,0.03470080186190572,5.311713848176535,5.312546871438522
382,provo:7:44,7,44,"come,",come,185.72727272727272,5.224279322019251,5.57405948638916,-0.13986443396204176,5.78,0.04031162052478801,4,-0.2958771723749192,0,-0.2088879996334169,53,54,54,2,5.227884057045918,-0.10429993292356876,5.32857925494282,5.327146686918682
383,provo:7:45,7,45,or,or,205.72222222222223,5.326526823017448,3.378572463989258,-0.6046272439671132,6.54,0.5966142103131519,2,-1.0866870944745504,0,-0.2088879996334169,55,55,55,1,5.354840204989879,0.02169803625271971,5.304828786764729,5.30219552846386
384,provo:7:46,7,46,anything,anything,229.2972972972973,5.435019403040348,6.080530643463135,-0.03264951729589127,5.55,-0.1280431105953751,8,1.2857426718243432,0,-0.2088879996334169,56,56,56,1,5.423077548508125,0.09241055747750959,5.342608845562839,5.3412729403695645
385,provo:7:47,7,47,she,she,200.8095238095238,5.302356816023137,4.3708391189575195,-0.39457424245436673,6.26,0.39166062460164913,3,-0.6912821334247348,0,-0.2088879996334169,57,57,57,1,5.320941510517464,-0.011752526866594337,5.314109342889731,5.312341772521085
386,provo:7:48,7,48,had,had,204.0222222222222,5.318228920373381,2.5387532711029053,-0.7824086309667934,6.33,0.442899021029525,3,-0.6912821334247348,0,-0.2088879996334169,58,58,58,1,5.3386515600640525,0.005935852058480684,5.3122930683149,5.306721052830826
387,provo:7:49,7,49,ever,ever,199.17021276595744,5.294159799661686,2.4723706245422363,-0.7964611783224982,5.66,-0.047525630494427436,4,-0.2958771723749192,0,-0.2088879996334169,59,59,59,1,5.294613771494618,-0.03753306883798668,5.3316928684996725,5.322615658952792
388,provo:7:50,7,50,seen,seen,190.5,5.249652194566756,0.3288919627666473,-1.250214334623905,5.52,-0.1500024233501791,4,-0.2958771723749192,0,-0.2088879996334169,60,60,60,1,5.246430276006999,-0.08567322308257808,5.335325417649334,5.320677190609248
389,provo:7:51,7,51,"before,",before,191.63333333333333,5.255583823961135,5.735206127166748,-0.1057512896680703,5.93,0.15010818429880682,6,0.49493274972471196,0,-0.2088879996334169,61,62,62,2,5.25837319959452,-0.07313432968697775,5.328718153648113,5.328462417967403
390,provo:7:52,7,52,except,except,209.04054054054055,5.342528207032495,3.583580493927002,-0.5612290789607365,5.02,-0.5159909692635765,6,0.49493274972471196,0,-0.2088879996334169,63,63,63,1,5.321424295113397,-0.00980151608841684,5.352329723120912,5.342598195357413
391,provo:7:53,7,53,the,the,151.23076923076923,5.0188069432455755,2.503805160522461,-0.789806799078022,7.73,1.4676669495870378,3,-0.6912821334247348,0,-0.2088879996334169,64,64,64,1,5.075988486863142,-0.2571606335727106,5.275967576818286,5.277382224146619
392,provo:7:54,7,54,shaggy,shaggy,202.0909090909091,5.308717641165826,14.593073844909668,1.7693713820438755,3.18,-1.8628288182248782,6,0.49493274972471196,0,-0.2088879996334169,65,67,67,3,5.239302026942809,-0.09135415649349277,5.400071797659319,5.406038554436636
393,provo:7:55,7,55,man,man,231.59322033898303,5.444982472122632,8.110250473022461,0.3970220234075639,5.82,0.06959070419785983,3,-0.6912821334247348,0,-0.2088879996334169,68,68,68,1,5.452014368239936,0.11945654619110879,5.325525925931523,5.330023857680344
394,provo:7:56,7,56,and,and,228.7704918032787,5.4327192817971115,6.007772445678711,-0.04805170556126751,7.41,1.2334342802024634,3,-0.6912821334247348,0,-0.2088879996334169,69,69,69,1,5.481498790231388,0.1484487354938846,5.284270546303227,5.292022032857257
395,provo:7:57,7,57,Toto.,toto,253.96774193548387,5.537207258699321,23.397552490234375,3.6331921170704793,3.15,-1.8847881309796823,4,-0.2958771723749192,1,4.7854341734200965,70,72,72,3,5.462669316390464,0.12443447487608061,5.4127727838232405,5.440359198330984
397,provo:8:3,8,3,body,body,175.1451612903226,5.165615123171809,11.08260726928711,1.0262404532480496,5.4,-0.2378396743693939,4,-0.2958771723749192,0,-0.2088879996334169,1,1,1,1,5.159242441418318,-0.17282390803437853,5.338439031206187,5.347589678898308
398,provo:8:4,8,4,can,can,193.3090909090909,5.264290415160611,7.926630020141602,0.35815139616877184,6.46,0.5380560429670082,3,-0.6912821334247348,0,-0.2088879996334169,2,2,2,1,5.288126381644495,-0.044629571801031886,5.308919986961643,5.316231369271895
399,provo:8:5,8,5,tolerate,tolerate,186.16901408450704,5.226654938989083,8.806253433227539,0.5443589414837936,3.84,-1.379723937619194,8,1.2857426718243432,0,-0.2088879996334169,3,3,3,1,5.169814708946152,-0.16032289975890546,5.386977838747988,5.383197118271442
400,provo:8:6,8,6,only,only,214.69642857142856,5.36922507023976,7.425940036773682,0.25216029659164996,6.12,0.2891838317458981,4,-0.2958771723749192,0,-0.2088879996334169,4,4,4,1,5.3817569676486725,0.04946772037468872,5.319757349865071,5.324243470161855
401,provo:8:7,8,7,a,a,189.5,5.244389024522481,2.9860987663269043,-0.6877100300266936,7.36,1.1968354256111238,1,-1.482092055524366,0,-0.2088879996334169,5,5,5,1,5.296609528344819,-0.03714794511140873,5.28153696963389,5.282124643419265
402,provo:8:8,8,8,small,small,196.75757575757575,5.281972391042006,3.3504879474639893,-0.6105724573456236,5.51,-0.1573221942684469,5,0.0995277886748964,0,-0.2088879996334169,6,6,6,1,5.276111002190047,-0.05562795222941119,5.337600343271418,5.329785896828267
403,provo:8:9,8,9,range,range,197.22727272727272,5.284356732440035,7.107352256774902,0.1847184259019948,5.12,-0.4427932600808966,5,0.0995277886748964,0,-0.2088879996334169,7,7,7,1,5.26825536320844,-0.06336285489115401,5.347719587331189,5.346462607042104
404,provo:8:10,8,10,of,of,185.8695652173913,5.225045165441711,0.1244188919663429,-1.2934992540909467,7.4,1.2261145092841956,2,-1.0866870944745504,0,-0.2088879996334169,8,8,8,1,5.275939016969234,-0.05746939083224056,5.282514556273951,5.276836834302154
405,provo:8:11,8,11,"temperature,",temperature,230.475,5.440142396684658,7.374470710754395,0.24126475116335477,4.64,-0.7941422641577583,11,2.4719575549737898,0,-0.2088879996334169,9,10,10,2,5.397176534521778,0.0678756081719829,5.372266788512675,5.369355558619151
406,provo:8:12,8,12,especially,especially,219.3924050632911,5.390861930392779,7.861237049102783,0.34430835329741866,5.21,-0.3769153218164852,10,2.0765525939239744,0,-0.2088879996334169,11,11,11,1,5.36523910009286,0.03540026410083286,5.355461666291946,5.356504938649925
407,provo:8:13,8,13,when,when,192.69230769230768,5.261094656057429,2.3440797328948975,-0.8236190866552456,6.37,0.4721781047025968,4,-0.2958771723749192,0,-0.2088879996334169,12,12,12,1,5.280190643453287,-0.05217599889753277,5.3132706549549615,5.307485759834055
408,provo:8:14,8,14,the,the,191.3953488372093,5.254341177977553,3.4638922214508057,-0.5865658982054632,7.73,1.4676669495870378,3,-0.6912821334247348,0,-0.2088879996334169,13,13,13,1,5.31152272159512,-0.021626398840733252,5.275967576818286,5.27956105002132
409,provo:8:15,8,15,person,person,188.16666666666663,5.237328094921607,7.37005090713501,0.24032912260857023,5.55,-0.1280431105953751,6,0.49493274972471196,0,-0.2088879996334169,14,14,14,1,5.230140053774835,-0.10124983498987294,5.33857792991148,5.340114411008322
410,provo:8:16,8,16,is,is,154.16129032258064,5.037999394093012,0.7407786250114441,-1.1630220166573662,7.07,0.9845620689813532,2,-1.0866870944745504,0,-0.2088879996334169,15,15,15,1,5.080228646837767,-0.2530775994622845,5.291076993555296,5.28513249005729
411,provo:8:17,8,17,engaged,engaged,214.0,5.365976015021851,8.478785514831543,0.4750372336406431,4.52,-0.8819795151769738,7,0.8903377107745275,0,-0.2088879996334169,16,16,16,1,5.329367016436137,-0.0013425557449595615,5.367318570766811,5.366199709361925
412,provo:8:18,8,18,in,in,191.7027027027027,5.2559457485578625,0.0448705032467842,-1.3103388583771358,7.27,1.1309574873467116,2,-1.0866870944745504,0,-0.2088879996334169,17,17,17,1,5.303426273292175,-0.02994188906934614,5.285887637627209,5.279373262009147
413,provo:8:19,8,19,vigorous,vigorous,199.65432098765433,5.296587476088223,5.535526752471924,-0.14802143125231793,3.46,-1.6578752325133759,8,1.2857426718243432,0,-0.2088879996334169,18,18,18,1,5.229769829265135,-0.10025013892313162,5.396837615011354,5.383716385475519
414,provo:8:20,8,20,activity.,activity,203.04166666666663,5.31341121249556,4.182039737701416,-0.4345411974236057,4.86,-0.6331073039558631,8,1.2857426718243432,1,4.7854341734200965,19,20,20,2,5.274264018926511,-0.06305440944524854,5.376465621940809,5.369182962099781
415,provo:8:21,8,21,Heat,heat,214.4920634920635,5.368272737646554,8.841104507446289,0.5517365679604448,4.86,-0.6331073039558631,4,-0.2958771723749192,0,-0.2088879996334169,21,21,21,1,5.347721621521261,0.015822445434530152,5.352450292212024,5.353788616304786
416,provo:8:22,8,22,reactions,reactions,233.2716049382716,5.452203461111151,12.474319458007812,1.3208521093174639,4.24,-1.086933100888476,9,1.6811476328741586,0,-0.2088879996334169,22,22,22,1,5.403488868354609,0.07358887639365896,5.378614584717492,5.385204067860252
