hidden_row_idx,row_uid,text_id,word_position,word,word_clean,primary_RT,log_primary_RT,surprisal,surprisal_z,zipf_freq,zipf_freq_z,word_length,word_length_z,is_sentence_final,is_sentence_final_z,start_token_idx,end_token_idx,hidden_token_idx,n_tokens,hidden_context_size,hidden_context_stride,RT_prime,RT_resid_controls_oof,controls_oof_pred,controls_surprisal_oof_pred
4573,natural_stories:4:384,4,384,birds,birds,344.8636363636364,5.843149081979759,3.576786518096924,-0.4273605704982961,4.6,-0.8763765919189888,5,0.2284401517279448,0,-0.22791587997408858,443,443,443,1,128,64,5.828854969717614,0.01614688478416859,5.827002197195591,5.803029104601658
4715,natural_stories:4:526,4,526,birds,birds,324.01149425287355,5.780778991252184,4.173250675201416,-0.28815877668547674,4.6,-0.8763765919189888,5,0.2284401517279448,0,-0.22791587997408858,613,613,613,1,128,64,5.766484878990039,-0.046223205943406676,5.827002197195591,5.806950725132037
4732,natural_stories:4:543,4,543,birds,birds,339.78409090909093,5.82831038915736,5.900184154510498,0.11487003108431557,4.6,-0.8763765919189888,5,0.2284401517279448,0,-0.22791587997408858,635,635,635,1,128,64,5.814016276895215,0.0013081919617690119,5.827002197195591,5.818304932600145
7876,natural_stories:3:599,3,599,birds,birds,328.6263736263736,5.794921462961807,8.909347534179688,0.8171434792647317,4.6,-0.8763765919189888,5,0.2284401517279448,0,-0.22791587997408858,698,698,698,1,128,64,5.780627350699662,-0.03926315063076036,5.8341846135925675,5.845703036131071
4803,natural_stories:4:614,4,614,birds,birds,319.06976744186045,5.765409785586313,2.3134162425994873,-0.7222037836307663,4.6,-0.8763765919189888,5,0.2284401517279448,0,-0.22791587997408858,718,718,718,1,128,64,5.751115673324168,-0.06159241160927742,5.827002197195591,5.794722723152167
4841,natural_stories:4:652,4,652,birds,birds,356.5813953488372,5.8765625317428265,0.1869889050722122,-1.2184657907785967,4.6,-0.8763765919189888,5,0.2284401517279448,0,-0.22791587997408858,758,758,758,1,128,64,5.862268419480682,0.04956033454723574,5.827002197195591,5.780741931508818
4886,natural_stories:4:697,4,697,birds,birds,319.7386363636364,5.767503900698841,0.230252668261528,-1.2083689670695559,4.6,-0.8763765919189888,5,0.2284401517279448,0,-0.22791587997408858,814,814,814,1,128,64,5.753209788436696,-0.059498296496749425,5.827002197195591,5.781026381227923
4941,natural_stories:4:752,4,752,birds,birds,314.8181818181818,5.751995271604051,0.3711810708045959,-1.1754793353967956,4.6,-0.8763765919189888,5,0.2284401517279448,0,-0.22791587997408858,883,883,883,1,128,64,5.737701159341906,-0.07500692559153954,5.827002197195591,5.781952954451382
5010,natural_stories:4:821,4,821,birds,birds,315.5348837209302,5.754269242338122,0.9318221807479858,-1.0446378636004308,4.6,-0.8763765919189888,5,0.2284401517279448,0,-0.22791587997408858,969,969,969,1,128,64,5.739975130075977,-0.07273295485746889,5.827002197195591,5.785639046332579
5026,natural_stories:4:837,4,837,birds,birds,304.04545454545456,5.7171772117600925,4.076784133911133,-0.3106719745542523,4.6,-0.8763765919189888,5,0.2284401517279448,0,-0.22791587997408858,987,987,987,1,128,64,5.702883099497948,-0.10982498543549823,5.827002197195591,5.806316478858706
5161,natural_stories:4:972,4,972,birds,birds,328.22727272727275,5.793706273092866,3.95665979385376,-0.33870638939275866,4.6,-0.8763765919189888,5,0.2284401517279448,0,-0.22791587997408858,1145,1145,1145,1,128,64,5.779412160830721,-0.03329592410272486,5.827002197195591,5.80552668776639
5211,natural_stories:4:1022,4,1022,birds,birds,316.39772727272725,5.757000052785296,0.2492373287677765,-1.203938359184874,4.6,-0.8763765919189888,5,0.2284401517279448,0,-0.22791587997408858,1201,1201,1201,1,128,64,5.742705940523151,-0.07000214441029495,5.827002197195591,5.781151201191565
5223,natural_stories:4:1034,4,1034,birds,birds,286.9431818181818,5.659284223401479,0.1503509730100631,-1.2270162892518015,4.6,-0.8763765919189888,5,0.2284401517279448,0,-0.22791587997408858,1214,1214,1214,1,128,64,5.644990111139334,-0.16771797379411169,5.827002197195591,5.780501045170797
5264,natural_stories:4:1075,4,1075,birds,birds,290.8876404494382,5.672937077315762,0.13016077876091,-1.231728242557688,4.6,-0.8763765919189888,5,0.2284401517279448,0,-0.22791587997408858,1264,1264,1264,1,128,64,5.658642965053617,-0.15406511987982885,5.827002197195591,5.780368299088176
4331,natural_stories:4:142,4,142,"birds,",birds,364.3068181818182,5.897996419682964,0.7418469190597534,-1.0889739681124557,4.6,-0.8763765919189888,5,0.2284401517279448,0,-0.22791587997408858,168,169,169,2,128,64,5.883702307420819,0.0709942224873732,5.827002197195591,5.784390000807166
4358,natural_stories:4:169,4,169,birds.,birds,373.86206896551727,5.9238869298338095,1.9659967422485352,-0.8032839576502316,4.6,-0.8763765919189888,5,0.2284401517279448,1,4.387155476181073,200,201,201,2,128,64,5.814402253475601,0.0019467347404624746,5.921940195093347,5.89069507482214
4654,natural_stories:4:465,4,465,birds.,birds,358.89772727272725,5.883037465652952,1.1098748445510864,-1.0030842347707265,4.6,-0.8763765919189888,5,0.2284401517279448,1,4.387155476181073,542,543,543,2,128,64,5.773552789294743,-0.03890272944039541,5.921940195093347,5.885066261807097
1283,natural_stories:6:246,6,246,bit,bit,342.8095238095238,5.83717496874588,4.23549222946167,-0.2736329482689212,5.37,-0.3101884283166717,3,-0.6368455394382371,0,-0.22791587997408858,293,293,293,1,128,64,5.851024994317499,0.033537056584882485,5.803637912160998,5.793149049785442
2073,natural_stories:6:1036,6,1036,bit,bit,273.3625,5.610798753214442,2.988671064376831,-0.5646139580686328,5.37,-0.3101884283166717,3,-0.6368455394382371,0,-0.22791587997408858,1273,1273,1273,1,128,64,5.624648778786061,-0.19283915894655568,5.803637912160998,5.784068484103291
7137,natural_stories:5:873,5,873,"bitch,",bitch,405.8279569892473,6.005929318535785,8.537374496459961,0.7303330423191996,4.76,-0.7587271033782474,5,0.2284401517279448,0,-0.22791587997408858,1027,1028,1028,2,128,64,5.993506997962389,0.17913707811098156,5.826792240424804,5.835730371987407
5226,natural_stories:4:1037,4,1037,bitter,bitter,307.95348837209303,5.729948759791229,6.095999240875244,0.16056902397922243,4.21,-1.163147220237045,6,0.6610829973110357,0,-0.22791587997408858,1217,1217,1217,1,128,64,5.701524085121929,-0.11081204613043472,5.840760805921664,5.827953740063666
241,natural_stories:9:242,9,242,Bizarden,bizarden,468.82278481012656,6.150224839492424,31.217334747314453,6.023343716838754,0.0,-4.258799387465296,8,1.5263686884772176,0,-0.22791587997408858,313,315,315,3,128,64,6.053412505681257,0.24572377227496478,5.904501067217459,6.000261900675747
4466,natural_stories:4:277,4,277,black,black,373.4651162790698,5.922824603367928,7.646385669708252,0.5223955804051397,5.46,-0.2440105910125049,5,0.2284401517279448,0,-0.22791587997408858,321,321,321,1,128,64,5.918591371432809,0.10676371050171518,5.816060892866213,5.826546446740426
6022,natural_stories:2:748,2,748,blatantly,blatantly,391.25274725274727,5.969353763561972,19.416339874267575,3.2692475393274067,3.2,-1.9058096166504732,9,1.9590115340603085,0,-0.22791587997408858,878,878,878,1,128,64,5.900409193359955,0.07583180974371206,5.89352195381826,5.9528227812792
9305,natural_stories:7:988,7,988,bleeped,bleeped,337.61842105263156,5.82191632596256,18.475473403930664,3.049669717509876,1.97,-2.810240059807421,7,1.0937258428941266,0,-0.22791587997408858,1140,1142,1142,3,128,64,5.757718497484945,-0.06110617804961649,5.883022504012176,5.929893710063337
5735,natural_stories:2:461,2,461,blew,blew,308.79347826086956,5.732672698306063,12.966402053833008,1.763971985228439,4.12,-1.2293250575412118,4,-0.20420269385514614,0,-0.22791587997408858,533,533,533,1,128,64,5.7223312811435,-0.1003139569446656,5.832986655250728,5.8677777055912435
9549,natural_stories:10:233,10,233,blinking,blinking,358.0416666666667,5.880649366965278,8.384968757629395,0.6947648493609322,3.3,-1.8322786863125102,8,1.5263686884772176,0,-0.22791587997408858,284,284,284,1,128,64,5.822442736734558,0.0064165856264937204,5.874232781338784,5.861429892277719
9618,natural_stories:10:302,10,302,"blinking,",blinking,352.6575342465753,5.865497428083773,3.2272427082061768,-0.5089365122768648,3.3,-1.8322786863125102,8,1.5263686884772176,0,-0.22791587997408858,371,372,372,2,128,64,5.807290797853054,-0.008735353255010736,5.874232781338784,5.823866309404837
10014,natural_stories:10:698,10,698,blood,blood,317.07042253521126,5.759123902312854,13.265589714050291,1.8337958941638592,5.1,-0.5087219402291727,5,0.2284401517279448,0,-0.22791587997408858,894,894,894,1,128,64,5.75067913907805,-0.06636073421547817,5.825484636528333,5.873514100036095
458,natural_stories:9:459,9,459,bloom,bloom,386.7763157894737,5.957846530550024,8.572535514831543,0.7385388611790784,3.93,-1.3690338251833418,5,0.2284401517279448,0,-0.22791587997408858,608,608,608,1,128,64,5.9357142905912434,0.12221644498427953,5.835630085565745,5.838769906452434
5694,natural_stories:2:420,2,420,blow,blow,328.3626373626374,5.794118599372031,6.254116058349609,0.19747005878951684,4.59,-0.8837296849527849,4,-0.20420269385514614,0,-0.22791587997408858,485,485,485,1,128,64,5.789275570295169,-0.032499007804681845,5.826617607176713,5.8227770432759804
5369,natural_stories:2:95,2,95,blue,blue,378.7912087912088,5.936985152994061,2.445162057876587,-0.6914571686071047,5.13,-0.48666266112778356,4,-0.20420269385514614,0,-0.22791587997408858,108,108,108,1,128,64,5.938459420866726,0.11768517551940683,5.819299977474654,5.795857676130102
7432,natural_stories:3:155,3,155,blue,blue,355.010989010989,5.872148743956854,6.54889440536499,0.2662649296848861,5.13,-0.48666266112778356,4,-0.20420269385514614,0,-0.22791587997408858,176,176,176,1,128,64,5.873623011829519,0.054168768482799834,5.817979975474054,5.8207358473318775
4611,natural_stories:4:422,4,422,blue,blue,335.42045454545456,5.815384833055669,4.489914894104004,-0.21425621811169593,5.13,-0.48666266112778356,4,-0.20420269385514614,0,-0.22791587997408858,492,492,492,1,128,64,5.816859100928334,0.003922387151399143,5.81146244590427,5.8001440159382565
4899,natural_stories:4:710,4,710,blue,blue,333.3863636363636,5.809302068569502,14.856250762939451,2.2050216731418266,5.13,-0.48666266112778356,4,-0.20420269385514614,0,-0.22791587997408858,829,829,829,1,128,64,5.810776336442167,-0.0021603773347678157,5.81146244590427,5.868300392283423
4292,natural_stories:4:103,4,103,"bluebird,",bluebird,374.14942528735634,5.924655250476428,12.672121047973633,1.6952931829689273,2.91,-2.1190493146305664,8,1.5263686884772176,0,-0.22791587997408858,117,119,119,3,128,64,5.861886128004382,0.04976155471741173,5.874893695759016,5.889871718784584
3298,natural_stories:1:182,1,182,boar,boar,342.5529411764706,5.836426218535156,1.9473296403884888,-0.8076404542364127,3.3,-1.8322786863125102,4,-0.20420269385514614,0,-0.22791587997408858,209,210,210,2,128,64,5.816491868967755,-0.007672392929810812,5.8440986114649665,5.801959171006691
3315,natural_stories:1:199,1,199,boar,boar,337.50588235294117,5.821582939354598,0.7215046882629395,-1.0937214034500913,3.3,-1.8322786863125102,4,-0.20420269385514614,0,-0.22791587997408858,233,234,234,2,128,64,5.801648589787197,-0.022515672110368534,5.8440986114649665,5.794175416691285
3416,natural_stories:1:300,1,300,boar,boar,303.6470588235294,5.7158660362223435,0.6845202445983887,-1.1023527702136313,3.3,-1.8322786863125102,4,-0.20420269385514614,0,-0.22791587997408858,343,344,344,2,128,64,5.6959316866549425,-0.128232575242623,5.8440986114649665,5.793940572537984
3472,natural_stories:1:356,1,356,boar,boar,326.83529411764704,5.789456356290368,1.9841281175613403,-0.7990524880174407,3.3,-1.8322786863125102,4,-0.20420269385514614,0,-0.22791587997408858,406,407,407,2,128,64,5.769522006722967,-0.0546422551745982,5.8440986114649665,5.802192834308289
3518,natural_stories:1:402,1,402,boar,boar,351.0238095238095,5.860854054566452,0.8484673500061035,-1.0640910726894075,3.3,-1.8322786863125102,4,-0.20420269385514614,0,-0.22791587997408858,465,466,466,2,128,64,5.840919704999051,0.016755443101485135,5.8440986114649665,5.79498160534369
3608,natural_stories:1:492,1,492,boar,boar,330.70238095238096,5.801218819696879,1.0325486660003662,-1.0211304872315679,3.3,-1.8322786863125102,4,-0.20420269385514614,0,-0.22791587997408858,577,578,578,2,128,64,5.781284470129478,-0.04287979176808765,5.8440986114649665,5.796150486541019
3875,natural_stories:1:759,1,759,boar,boar,300.0,5.703782474656201,1.1223084926605225,-1.0001824910534294,3.3,-1.8322786863125102,4,-0.20420269385514614,0,-0.22791587997408858,902,903,903,2,128,64,5.6838481250888,-0.14031613680876553,5.8440986114649665,5.796720444296328
3884,natural_stories:1:768,1,768,boar,boar,284.2,5.649678215663,5.6568427085876465,0.058079416966103026,3.3,-1.8322786863125102,4,-0.20420269385514614,0,-0.22791587997408858,915,916,916,2,128,64,5.629743866095599,-0.19442039580196635,5.8440986114649665,5.825513870478736
3955,natural_stories:1:839,1,839,boar,boar,289.77647058823527,5.669109834693293,0.1057522967457771,-1.2374246527112311,3.3,-1.8322786863125102,4,-0.20420269385514614,0,-0.22791587997408858,1010,1011,1011,2,128,64,5.649175485125892,-0.17498877677167357,5.8440986114649665,5.790265506612865
3275,natural_stories:1:159,1,159,"boar,",boar,375.0232558139535,5.9269880395514045,6.149906158447266,0.17314972901499978,3.3,-1.8322786863125102,4,-0.20420269385514614,0,-0.22791587997408858,182,184,184,3,128,64,5.907053689984004,0.08288942808643807,5.8440986114649665,5.82864472921102
3549,natural_stories:1:433,1,433,"boar,",boar,317.2,5.7595324897606925,7.732353210449219,0.5424585393244344,3.3,-1.8322786863125102,4,-0.20420269385514614,0,-0.22791587997408858,504,506,506,3,128,64,5.739598140193292,-0.08456612170427391,5.8440986114649665,5.838692965746395
3716,natural_stories:1:600,1,600,"boar,",boar,314.84705882352944,5.7520869933746175,1.8587559461593628,-0.8283116328386209,3.3,-1.8322786863125102,4,-0.20420269385514614,0,-0.22791587997408858,708,710,710,3,128,64,5.732152643807217,-0.09201161809034897,5.8440986114649665,5.801396744965769
3808,natural_stories:1:692,1,692,boar!',boar!',303.8192771084337,5.7164330414350815,3.376992702484131,-0.47398811248006223,3.3,-1.8322786863125102,6,0.6610829973110357,1,4.387155476181073,818,820,820,3,128,64,5.582171987439958,-0.24628829832952626,5.962721339764608,5.928973498921308
3459,natural_stories:1:343,1,343,boar?,boar,324.3058823529412,5.781687151764068,1.5756853818893433,-0.8943741612448176,3.3,-1.8322786863125102,4,-0.20420269385514614,1,4.387155476181073,390,392,392,3,128,64,5.666562238100603,-0.16180689770381917,5.943494049467887,5.901762510727508
3649,natural_stories:1:533,1,533,boar?',boar?',348.7647058823529,5.854397499651151,0.6210749745368958,-1.1171595197832478,3.3,-1.8322786863125102,6,0.6610829973110357,1,4.387155476181073,630,632,632,3,128,64,5.720136445656028,-0.10832384011345653,5.962721339764608,5.911473947724689
3588,natural_stories:1:472,1,472,boar.,boar,387.1927710843373,5.958922685507938,4.463682174682617,-0.22037836569852184,3.3,-1.8322786863125102,4,-0.20420269385514614,1,4.387155476181073,553,555,555,3,128,64,5.843797771844473,0.015428636040050847,5.943494049467887,5.920100738759011
3598,natural_stories:1:482,1,482,boar.,boar,338.13253012048193,5.8234379195797015,3.628589391708374,-0.4152709036750986,3.3,-1.8322786863125102,4,-0.20420269385514614,1,4.387155476181073,565,567,567,3,128,64,5.708313005916237,-0.12005612988818548,5.943494049467887,5.9147980590885005
4189,natural_stories:1:1073,1,1073,Boar.,boar,924.181818181818,6.828908825208477,9.745473861694336,1.0122772241140034,3.3,-1.8322786863125102,4,-0.20420269385514614,1,4.387155476181073,1286,1288,1288,3,128,64,6.713783911545012,0.8854147757405899,5.943494049467887,5.953639107157833
3243,natural_stories:1:127,1,127,boar's,boar's,406.3837209302326,6.007297838695819,22.58449935913086,4.008627228995511,2.02,-2.773474594638439,6,0.6610829973110357,0,-0.22791587997408858,144,146,146,3,128,64,5.9532530152867675,0.1266264443070284,5.8806713943887905,5.9552530712095395
3512,natural_stories:1:396,1,396,boar's,boar's,325.6666666666667,5.785874363374673,3.605149984359741,-0.42074115282582414,2.02,-2.773474594638439,6,0.6610829973110357,0,-0.22791587997408858,455,457,457,3,128,64,5.731829539965622,-0.0947970310141173,5.8806713943887905,5.834737827704895
3656,natural_stories:1:540,1,540,boar's,boar's,329.3529411764706,5.797129945292677,8.15372085571289,0.6407966060410089,2.02,-2.773474594638439,6,0.6610829973110357,0,-0.22791587997408858,639,641,641,3,128,64,5.743085121883626,-0.0835414490961135,5.8806713943887905,5.8636203839682794
3754,natural_stories:1:638,1,638,boar's,boar's,307.74117647058824,5.729259093558781,5.944920063018799,0.1253104215722065,2.02,-2.773474594638439,6,0.6610829973110357,0,-0.22791587997408858,755,757,757,3,128,64,5.67521427014973,-0.15141230083000945,5.8806713943887905,5.8495949208120654
3821,natural_stories:1:705,1,705,boar's,boar's,315.5952380952381,5.754460500439757,6.229255199432373,0.1916680736814654,2.02,-2.773474594638439,6,0.6610829973110357,0,-0.22791587997408858,835,837,837,3,128,64,5.700415677030706,-0.1262108939490334,5.8806713943887905,5.851400394620739
3992,natural_stories:1:876,1,876,boar's,boar's,306.7176470588235,5.725927607967778,6.569042682647705,0.2709671004802062,2.02,-2.773474594638439,6,0.6610829973110357,0,-0.22791587997408858,1054,1056,1056,3,128,64,5.6718827845587265,-0.1547437864210126,5.8806713943887905,5.853557980240294
4010,natural_stories:1:894,1,894,boar's,boar's,312.77647058823527,5.745488783937228,4.610795974731445,-0.18604519644183212,2.02,-2.773474594638439,6,0.6610829973110357,0,-0.22791587997408858,1081,1083,1083,3,128,64,5.691443960528177,-0.13518261045156255,5.8806713943887905,5.841123487666992
6732,natural_stories:5:468,5,468,board,board,324.1914893617021,5.781334357759296,10.969524383544922,1.2979440597982628,5.24,-0.4057786377560238,5,0.2284401517279448,0,-0.22791587997408858,546,546,546,1,128,64,5.774527412252147,-0.040346839692433356,5.8216811974517295,5.847576488548376
1232,natural_stories:6:195,6,195,bobbing,bobbing,358.03614457831327,5.880633943813584,10.78627109527588,1.2551767180471987,2.85,-2.1631678728333443,7,1.0937258428941266,0,-0.22791587997408858,234,235,235,2,128,64,5.826730969624089,0.01062404861418198,5.870009895199402,5.872274250957993
1963,natural_stories:6:926,6,926,bobbing,bobbing,336.2926829268293,5.8179818609324485,15.32130527496338,2.3135553067615504,2.85,-2.1631678728333443,7,1.0937258428941266,0,-0.22791587997408858,1132,1133,1133,2,128,64,5.764078886742953,-0.05202803426695368,5.870009895199402,5.905302785356227
2233,natural_stories:8:97,8,97,bodies,bodies,354.08,5.86952287630274,10.368045806884766,1.157572009250375,4.69,-0.8101987546148213,6,0.6610829973110357,0,-0.22791587997408858,122,122,122,1,128,64,5.8467135766996865,0.0348688448904948,5.834654031412245,5.854233481758971
2943,natural_stories:8:807,8,807,bodies,bodies,347.07042253521126,5.849527706143298,1.957160711288452,-0.8053460955761719,4.69,-0.8101987546148213,6,0.6610829973110357,0,-0.22791587997408858,982,982,982,1,128,64,5.826718406540245,0.014873674731052944,5.834654031412245,5.79893376378487
6400,natural_stories:5:136,5,136,body.,body,386.38947368421054,5.956845859949204,4.559056758880615,-0.19812000692477363,5.4,-0.28812914921528254,4,-0.20420269385514614,1,4.387155476181073,159,160,160,2,128,64,5.866288212200569,0.05376417874502515,5.903081681204179,5.898945071655956
3697,natural_stories:1:581,1,581,bold,bold,350.25882352941176,5.858672376989484,7.934113502502441,0.5895450142441448,4.26,-1.1263817550680635,4,-0.20420269385514614,0,-0.22791587997408858,686,686,686,1,128,64,5.849968777554578,0.02758288499484607,5.831089491994638,5.835115017514905
4910,natural_stories:4:721,4,721,bold,bold,333.13793103448273,5.808556611531036,7.397877693176269,0.4643992101320707,4.26,-1.1263817550680635,4,-0.20420269385514614,0,-0.22791587997408858,842,842,842,1,128,64,5.799853012096129,-0.013974363171557869,5.822530974702594,5.822540274787953
2922,natural_stories:8:786,8,786,bomb,bomb,359.8169014084507,5.885595294866894,3.7424256801605225,-0.38870398366022746,4.6,-0.8763765919189888,4,-0.20420269385514614,0,-0.22791587997408858,955,955,955,1,128,64,5.880869252770578,0.06738995210847332,5.818205342758421,5.797225798793168
2296,natural_stories:8:160,8,160,Bomb,bomb,437.7972972972973,6.0817560116967,11.462969779968262,1.4131035098886953,4.6,-0.8763765919189888,4,-0.20420269385514614,0,-0.22791587997408858,199,199,199,1,128,64,6.077029969600384,0.2635506689382794,5.818205342758421,5.847986676688113
6613,natural_stories:5:349,5,349,bones,bones,377.59574468085106,5.9338241648245065,11.91821575164795,1.519348042991077,4.32,-1.0822631968652852,5,0.2284401517279448,0,-0.22791587997408858,405,405,405,1,128,64,5.916254417107051,0.10234680167438448,5.831477363150122,5.855991811898473
6637,natural_stories:5:373,5,373,bones,bones,354.1276595744681,5.869657468392774,6.86887788772583,0.3409421323374813,4.32,-1.0822631968652852,5,0.2284401517279448,0,-0.22791587997408858,433,433,433,1,128,64,5.852087720675318,0.038180105242651585,5.831477363150122,5.8279831532075415
7277,natural_stories:5:1013,5,1013,bones?',bones?',1131.6375,7.031420977796676,15.09399700164795,2.260506487285782,4.32,-1.0822631968652852,7,1.0937258428941266,1,4.387155476181073,1188,1189,1189,2,128,64,6.899524525651498,1.0898151325934142,5.941605845203262,5.983496475529748
2621,natural_stories:8:485,8,485,book,book,297.1506849315069,5.69423936681256,6.539431095123291,0.2640563983836146,5.43,-0.26606987011389405,4,-0.20420269385514614,0,-0.22791587997408858,595,595,595,1,128,64,5.69922324410163,-0.11340634502332225,5.807645711835883,5.812489118758881
697,natural_stories:9:698,9,698,book,book,415.6666666666667,6.0298836570119265,8.027932167053223,0.6114402551283411,5.43,-0.26606987011389405,4,-0.20420269385514614,0,-0.22791587997408858,891,891,891,1,128,64,6.0348675343009965,0.21923368650692776,5.810649970504999,5.823137385360672
877,natural_stories:9:878,9,878,book,book,313.7866666666667,5.748713349487564,2.5080840587615967,-0.6767725387108094,5.43,-0.26606987011389405,4,-0.20420269385514614,0,-0.22791587997408858,1110,1110,1110,1,128,64,5.753697226776634,-0.06193662101743502,5.810649970504999,5.792518808062532
4747,natural_stories:4:558,4,558,"book,",book,349.1818181818182,5.8555927555475344,7.153589248657227,0.4073875870869046,5.43,-0.26606987011389405,4,-0.20420269385514614,0,-0.22791587997408858,654,655,655,2,128,64,5.8605766328366045,0.047947043711651816,5.807645711835883,5.816527073420716
726,natural_stories:9:727,9,727,"book,",book,322.65384615384613,5.776580064824812,2.0672948360443115,-0.7796431802485461,5.43,-0.26606987011389405,4,-0.20420269385514614,0,-0.22791587997408858,929,930,930,2,128,64,5.781563942113882,-0.03406990568018653,5.810649970504999,5.790073751853887
1581,natural_stories:6:544,6,544,books,books,315.0,5.752572638825633,4.45489501953125,-0.22242909707108208,5.15,-0.47195647506019056,5,0.2284401517279448,0,-0.22791587997408858,658,658,658,1,128,64,5.744712810493563,-0.07233930744250472,5.824911946268138,5.809290035865127
2529,natural_stories:8:393,8,393,"books,",books,364.06944444444446,5.897344630881057,10.669809341430664,1.2279970713697854,5.15,-0.47195647506019056,5,0.2284401517279448,0,-0.22791587997408858,480,481,481,2,128,64,5.889484802548987,0.07733977947750947,5.820004851403548,5.84759247401961
3351,natural_stories:1:235,1,235,bore,bore,351.56470588235294,5.862393779322959,12.899950981140137,1.748463746536381,3.93,-1.3690338251833418,4,-0.20420269385514614,0,-0.22791587997408858,272,272,272,1,128,64,5.8498296095300075,0.026832402510395426,5.835561376812564,5.868317448382657
128,natural_stories:9:129,9,129,botanical,botanical,401.9487179487179,5.996324513189876,5.931683540344238,0.12222130434999581,3.49,-1.6925699186703798,9,1.9590115340603085,0,-0.22791587997408858,165,166,166,2,128,64,5.930772565423717,0.11997688181925881,5.876347631370617,5.855512844496298
111,natural_stories:9:112,9,112,botanist,botanist,451.3246753246753,6.1121869814399234,12.195684432983398,1.5841032134547495,2.89,-2.1337555006981592,8,1.5263686884772176,0,-0.22791587997408858,141,143,143,3,128,64,6.0491838850067845,0.23845865212285133,5.873728329317072,5.884844544925494
431,natural_stories:9:432,9,432,botanists,botanists,355.2763157894737,5.872895841051318,7.816421031951904,0.5620781449884503,2.6,-2.3469951986782527,9,1.9590115340603085,0,-0.22791587997408858,571,573,573,3,128,64,5.796932052016492,-0.012928515831874599,5.885824356883193,5.869017599151245
375,natural_stories:9:376,9,376,both,both,349.2763157894737,5.855863344731441,8.450427055358887,0.710041395915066,5.79,-0.0013585208972262883,4,-0.20420269385514614,0,-0.22791587997408858,497,497,497,1,128,64,5.865058753320196,0.04904665645624817,5.806816688275193,5.82424720547781
9950,natural_stories:10:634,10,634,both,both,318.4366197183099,5.763423459035001,8.201184272766113,0.65187353784923,5.79,-0.0013585208972262883,4,-0.20420269385514614,0,-0.22791587997408858,814,814,814,1,128,64,5.7726188676237555,-0.04478095342149668,5.808204412456497,5.828708947526717
5084,natural_stories:4:895,4,895,both,both,283.7386363636364,5.648053519935998,9.753435134887695,1.014135212555303,5.79,-0.0013585208972262883,4,-0.20420269385514614,0,-0.22791587997408858,1055,1055,1055,1,128,64,5.657248928524753,-0.1550121110178191,5.803065630953817,5.832264469768626
8175,natural_stories:3:898,3,898,both,both,295.7362637362637,5.689468056255825,6.828638553619385,0.33155114476055425,5.79,-0.0013585208972262883,4,-0.20420269385514614,0,-0.22791587997408858,1049,1049,1049,1,128,64,5.6986634648445795,-0.12160562281026444,5.811073679066089,5.82099841565655
2057,natural_stories:6:1020,6,1020,both,both,299.9,5.703449085754963,4.009299278259277,-0.3264214757607292,5.79,-0.0013585208972262883,4,-0.20420269385514614,0,-0.22791587997408858,1254,1254,1254,1,128,64,5.712644494343718,-0.1047553267015342,5.808204412456497,5.798179559599579
1161,natural_stories:6:124,6,124,"bottom,",bottom,401.6707317073171,5.995632677638589,7.0316667556762695,0.37893352236746014,4.84,-0.6999023591078769,6,0.6610829973110357,0,-0.22791587997408858,147,148,148,2,128,64,5.9745781827437385,0.15779295327610132,5.837839724362488,5.835552164930084
2087,natural_stories:6:1050,6,1050,bottom.,bottom,333.85,5.810691790303878,11.703207015991213,1.469169668762966,4.84,-0.6999023591078769,6,0.6610829973110357,1,4.387155476181073,1292,1293,1293,2,128,64,5.694446731312963,-0.12636223445309636,5.937054024756974,5.973376408838336
1076,natural_stories:6:39,6,39,bottoms,bottoms,371.9759036144578,5.918829076945189,0.7837068438529968,-1.0792047698283946,3.53,-1.6631575465351949,7,1.0937258428941266,0,-0.22791587997408858,50,51,51,2,128,64,5.872881217432876,0.05660776928444289,5.862221307660746,5.7986641447850715
797,natural_stories:9:798,9,798,bought,bought,298.2987012987013,5.698095337836071,4.753111839294434,-0.15283176123499592,4.91,-0.6484307078713024,6,0.6610829973110357,0,-0.22791587997408858,1016,1016,1016,1,128,64,5.677859751805047,-0.13610780742953565,5.834203145265606,5.82169596735102
3541,natural_stories:1:425,1,425,"bow,",bow,344.5595238095238,5.842266858720068,11.308176040649414,1.3769780094247963,4.3,-1.0969693829328782,3,-0.6368455394382371,0,-0.22791587997408858,490,491,491,2,128,64,5.843599277373178,0.02133305851838685,5.820933800201681,5.848450692832965
7403,natural_stories:3:126,3,126,boy,boy,383.6195652173913,5.949651345924961,8.011728286743164,0.6076586210116524,5.17,-0.45725028899259823,3,-0.6368455394382371,0,-0.22791587997408858,144,144,144,1,128,64,5.961161631885644,0.1427486066907795,5.806902739234181,5.821088583887524
6288,natural_stories:5:24,5,24,boys,boys,332.6458333333333,5.80707836043181,12.467191696166992,1.6474671182563996,5.03,-0.5601935914657464,4,-0.20420269385514614,0,-0.22791587997408858,25,25,25,1,128,64,5.807382758499008,-0.007830812550750466,5.814909172982561,5.8491327834068105
