word,word_position,text_id,n_participants,RT,sdRT,gRT,gsdRT,word_clean,zipf_freq,log_unigram_freq,word_length,log_RT,log_gRT,corpus,primary_RT,log_primary_RT,row_uid,surprisal,hidden_row_idx,token_ids_str,n_tokens,start_token_idx,end_token_idx,hidden_token_idx,hidden_context_size,hidden_context_stride
"expected,",187,4,88,389.7386363636364,185.5714067301864,356.6462731855075,1.5061132877979104,expected,4.96,-4.0400046854717555,8,5.965476351293813,5.8767444591685605,natural_stories,389.7386363636364,5.965476351293813,natural_stories:4:187,2.42840576171875,4376,"[2938, 11]",2,219,220,220,128,64
expected.,914,7,75,320.72,142.25268344022882,296.83576374999257,1.4638392992594438,expected,4.96,-4.0400046854717555,8,5.770568468334251,5.6931790018438955,natural_stories,320.72,5.770568468334251,natural_stories:7:914,2.7969014644622803,9231,"[2938, 13]",2,1057,1058,1058,128,64
expensive,330,6,83,377.3975903614458,275.990408977887,337.39774441166907,1.5155781254473242,expensive,4.69,-4.309803033657121,9,5.93329924807423,5.821262484884036,natural_stories,377.3975903614458,5.93329924807423,natural_stories:6:330,10.687726020812988,1367,[5789],1,398,398,398,128,64
"expensive,",317,6,82,406.1829268292683,191.4507400814832,371.2811685152499,1.5133582800082126,expensive,4.69,-4.309803033657121,9,6.006803616823422,5.916959642189468,natural_stories,406.1829268292683,6.006803616823422,natural_stories:6:317,11.439310073852539,1354,"[5789, 11]",2,382,383,383,128,64
experience,485,10,71,356.9154929577465,177.10704966842377,329.7885252253655,1.4524170014827391,experience,5.27,-3.7304868222904894,10,5.877499039354291,5.79845161638911,natural_stories,356.9154929577465,5.877499039354291,natural_stories:10:485,1.8529354333877563,9801,[1998],1,627,627,627,128,64
experience,586,10,71,352.7042253521127,160.63075620513715,325.24219673013704,1.4761139527634135,experience,5.27,-3.7304868222904894,10,5.865629817187577,5.784570125498776,natural_stories,352.7042253521127,5.865629817187577,natural_stories:10:586,3.6060826778411865,9902,[1998],1,750,750,750,128,64
experiences,439,10,72,366.125,125.48103919390807,346.65894628675215,1.3921779387060136,experiences,4.55,-4.449770423581891,11,5.902974805147897,5.848341432892645,natural_stories,366.125,5.902974805147897,natural_stories:10:439,11.666289329528809,9755,[6461],1,564,564,564,128,64
experimental,72,8,73,394.5068493150685,206.96954441063644,353.46590610434515,1.573392934246629,experimental,4.28,-4.718964358965126,12,5.9776365021505935,5.867787034021545,natural_stories,394.5068493150685,5.9776365021505935,natural_stories:8:72,10.589363098144531,2208,[11992],1,87,87,87,128,64
expertise,692,10,71,340.8169014084507,125.61645818683328,319.12981376732284,1.4402808345276126,expertise,4.06,-4.939298383189052,9,5.831345387060107,5.765597959716813,natural_stories,340.8169014084507,5.831345387060107,natural_stories:10:692,5.745758533477783,10008,[13572],1,887,887,887,128,64
explained,863,8,72,326.94444444444446,105.6379531787685,310.91635356495567,1.3775516746070802,explained,4.59,-4.410049282237471,9,5.789790261798212,5.7395239164049014,natural_stories,326.94444444444446,5.789790261798212,natural_stories:8:863,13.116991996765137,2999,[4893],1,1048,1048,1048,128,64
"explanations,",942,9,75,355.0,121.48306521954052,335.27978391475347,1.4081267186865003,explanations,3.76,-5.240324602428535,12,5.872117789475416,5.8149653591247015,natural_stories,355.0,5.872117789475416,natural_stories:9:942,4.415189266204834,941,"[18681, 11]",2,1187,1188,1188,128,64
exposed,678,8,71,317.36619718309856,178.6486767322645,292.24627350669,1.444666536215766,exposed,4.51,-4.489453649380389,7,5.760056303312806,5.677596849224484,natural_stories,317.36619718309856,5.760056303312806,natural_stories:8:678,5.193453788757324,2814,[7362],1,830,830,830,128,64
expressed.,564,10,69,379.8550724637681,203.68229841379693,341.40876672352346,1.558540710429908,expressed,4.52,-4.480170694158342,9,5.939789791720193,5.83308048877559,natural_stories,379.8550724637681,5.939789791720193,natural_stories:10:564,14.249767303466797,9880,"[6241, 13]",2,721,722,722,128,64
expression,865,10,70,339.2857142857143,132.0146174226571,315.9974368795118,1.4616235959935926,expression,4.55,-4.449770423581891,10,5.826842567413428,5.755734102413231,natural_stories,339.2857142857143,5.826842567413428,natural_stories:10:865,4.843576908111572,10181,[5408],1,1110,1110,1110,128,64
"expression,",684,5,93,350.1290322580645,130.21714521842318,331.24809529164764,1.3850228440755787,expression,4.55,-4.449770423581891,10,5.858301750138204,5.80286762722095,natural_stories,350.1290322580645,5.858301750138204,natural_stories:5:684,8.3335542678833,6948,"[5408, 11]",2,802,803,803,128,64
extended,174,10,73,345.5753424657534,147.43236846924262,320.4391607549197,1.463714245767323,extended,4.64,-4.359517569221832,8,5.845210687352616,5.76969243230379,natural_stories,345.5753424657534,5.845210687352616,natural_stories:10:174,3.3211028575897217,9490,[7083],1,212,212,212,128,64
"extent,",240,9,79,329.46835443037975,93.64373778712894,316.0371668150352,1.3439235687263495,extent,4.47,-4.530176511839648,6,5.797480308147853,5.7558598231739095,natural_stories,329.46835443037975,5.797480308147853,natural_stories:9:240,0.4916605055332184,239,"[6287, 11]",2,310,311,311,128,64
extra,418,6,82,318.6951219512195,112.66389313092743,301.7622429371263,1.3847175337530282,extra,4.98,-4.019996173657872,5,5.764234915222748,5.709639432268498,natural_stories,318.6951219512195,5.764234915222748,natural_stories:6:418,13.949169158935547,1455,[3131],1,513,513,513,128,64
extra,797,6,82,305.890243902439,146.05630624865708,284.10458989609737,1.4341517716050485,extra,4.98,-4.019996173657872,5,5.723226357553915,5.64934244464691,natural_stories,305.890243902439,5.723226357553915,natural_stories:6:797,9.824414253234863,1834,[3131],1,971,971,971,128,64
extra-terrestrial,10,8,74,467.0675675675675,289.01335851389575,398.5985669217424,1.7457925974431037,extra-terrestrial,3.47,-5.533117557561559,17,6.146473931501993,5.98795481249311,natural_stories,467.0675675675675,6.146473931501993,natural_stories:8:10,13.694134712219238,2146,"[3131, 12, 353, 23522]",4,10,13,13,128,64
extraordinarily,23,9,80,388.65,160.94885578100636,360.5918390417788,1.4681077789064676,extraordinarily,3.42,-5.580027738726001,15,5.962679195676229,5.887746678904074,natural_stories,388.65,5.962679195676229,natural_stories:9:23,12.651464462280273,22,[31999],1,26,26,26,128,64
extraordinary,902,9,76,305.55263157894734,126.02480123497833,286.2613551204797,1.422763746420529,extraordinary,4.36,-4.6401626211817995,13,5.722122043900621,5.656905222624834,natural_stories,305.55263157894734,5.722122043900621,natural_stories:9:902,11.032617568969727,901,[11359],1,1138,1138,1138,128,64
extremely,774,2,92,320.1195652173913,177.40453816756283,292.82622149715047,1.4783881264347225,extremely,4.79,-4.209714132086483,9,5.768694567311591,5.679579332370957,natural_stories,320.1195652173913,5.768694567311591,natural_stories:2:774,10.094118118286133,6048,[4457],1,906,906,906,128,64
extremities.,505,10,71,391.6478873239437,255.22920223603776,341.6896448014088,1.6205856554157605,extremities,2.97,-6.030071810571884,11,5.970363189502627,5.833902853720306,natural_stories,391.6478873239437,5.970363189502627,natural_stories:10:505,7.405770778656006,9821,"[8963, 871, 13]",3,648,650,650,128,64
eye,232,10,72,333.0,138.44966543533042,307.80848383783047,1.4863658675489904,eye,5.02,-3.978810287316467,3,5.808142489980444,5.729477783850891,natural_stories,333.0,5.808142489980444,natural_stories:10:232,15.977104187011719,9548,[4151],1,283,283,283,128,64
eye,301,10,71,367.7042253521127,309.3313246511946,323.38406265458394,1.539935250511989,eye,5.02,-3.978810287316467,3,5.907278879544201,5.778840665330607,natural_stories,367.7042253521127,5.907278879544201,natural_stories:10:301,8.954656600952148,9617,[4151],1,370,370,370,128,64
eye,863,4,87,334.4942528735632,149.1989364607036,310.5355184022253,1.4559185947152795,eye,5.02,-3.978810287316467,3,5.812619698175731,5.738298285820837,natural_stories,334.4942528735632,5.812619698175731,natural_stories:4:863,4.5225019454956055,5052,[4151],1,1018,1018,1018,128,64
eye,875,4,88,309.10227272727275,148.41608486834878,287.01122711667233,1.4302960071554789,eye,5.02,-3.978810287316467,3,5.73367220183596,5.659521333867921,natural_stories,309.10227272727275,5.73367220183596,natural_stories:4:875,2.212979555130005,5064,[4151],1,1032,1032,1032,128,64
eyes,246,1,86,323.2906976744186,145.10360325351877,300.6017238361022,1.4447270120068043,eyes,5.21,-3.7904847173744383,4,5.778551911272024,5.70578621195347,natural_stories,323.2906976744186,5.778551911272024,natural_stories:1:246,1.0620683431625366,3362,[2951],1,285,285,285,128,64
eyes,780,7,74,283.02702702702703,100.83215036487492,269.39064015536826,1.356920640480155,eyes,5.21,-3.7904847173744383,4,5.645542394945512,5.5961625200741425,natural_stories,283.02702702702703,5.645542394945512,natural_stories:7:780,0.05240419879555702,9097,[2951],1,908,908,908,128,64
eyes,788,1,84,305.67857142857144,98.80004886520004,291.5332699726674,1.3570907564188528,eyes,5.21,-3.7904847173744383,4,5.722534129706406,5.675154132974765,natural_stories,305.67857142857144,5.722534129706406,natural_stories:1:788,4.442782402038574,3904,[2951],1,944,944,944,128,64
eyes,846,1,85,310.5882352941176,117.39527188070215,292.63935875001727,1.3993908931400874,eyes,5.21,-3.7904847173744383,4,5.738468032644091,5.678940993381329,natural_stories,310.5882352941176,5.738468032644091,natural_stories:1:846,1.6301435232162476,3962,[2951],1,1019,1019,1019,128,64
eyes,896,4,88,288.95454545454544,91.24841791617432,276.1792565967354,1.349974976059399,eyes,5.21,-3.7904847173744383,4,5.666269393578093,5.621050135318972,natural_stories,288.95454545454544,5.666269393578093,natural_stories:4:896,1.3981410264968872,5085,[2951],1,1056,1056,1056,128,64
eyes,917,4,88,305.6136363636364,113.47959782382496,288.1513685949602,1.4024662112034416,eyes,5.21,-3.7904847173744383,4,5.722321677905609,5.663485927463484,natural_stories,305.6136363636364,5.722321677905609,natural_stories:4:917,1.0390138626098633,5106,[2951],1,1082,1082,1082,128,64
eyes,1002,5,97,328.2061855670103,150.69284005775967,305.57509099682903,1.428483798492217,eyes,5.21,-3.7904847173744383,4,5.793642025422357,5.722195545452136,natural_stories,328.2061855670103,5.793642025422357,natural_stories:5:1002,2.652751922607422,7266,[2951],1,1174,1174,1174,128,64
eyes.,684,3,91,336.7692307692308,148.47911015980046,312.35621113452805,1.4595657995770244,eyes,5.21,-3.7904847173744383,4,5.819397920621271,5.7441442389172455,natural_stories,336.7692307692308,5.819397920621271,natural_stories:3:684,4.372608184814453,7961,"[2951, 13]",2,801,802,802,128,64
eyes.,800,5,92,303.57608695652175,91.27030663053516,291.54400469884627,1.323951145537775,eyes,5.21,-3.7904847173744383,4,5.7156322774540085,5.675190953913074,natural_stories,303.57608695652175,5.7156322774540085,natural_stories:5:800,1.0577341318130493,7064,"[2951, 13]",2,939,940,940,128,64
eyes.,892,7,73,301.5890410958904,125.62917606286524,283.59985300086686,1.3979126189067668,eyes,5.21,-3.7904847173744383,4,5.709065299584679,5.647564276325211,natural_stories,301.5890410958904,5.709065299584679,natural_stories:7:892,3.996577501296997,9209,"[2951, 13]",2,1034,1035,1035,128,64
face,158,2,92,332.3369565217391,120.81174868036167,312.15372138109984,1.427834734186471,face,5.45,-3.549750737675531,4,5.806149383506333,5.7434957632085935,natural_stories,332.3369565217391,5.806149383506333,natural_stories:2:158,8.200852394104004,5432,[1986],1,185,185,185,128,64
face,362,1,84,306.5833333333333,110.06604899133184,289.33787313939723,1.4046142614308066,face,5.45,-3.549750737675531,4,5.725489605316774,5.667595116443098,natural_stories,306.5833333333333,5.725489605316774,natural_stories:1:362,9.260787963867188,3478,[1986],1,415,415,415,128,64
face,707,6,82,327.7317073170732,136.3782004212385,306.3336357996869,1.4254107367572002,face,5.45,-3.549750737675531,4,5.792195308171102,5.724674821063652,natural_stories,327.7317073170732,5.792195308171102,natural_stories:6:707,4.480820178985596,1744,[1986],1,868,868,868,128,64
face,944,3,90,323.1333333333333,100.31402379920026,308.7720036568718,1.351827390914158,face,5.45,-3.549750737675531,4,5.7780650347431655,5.73260315230767,natural_stories,323.1333333333333,5.7780650347431655,natural_stories:3:944,1.3899424076080322,8221,[1986],1,1101,1101,1101,128,64
"face,",376,2,92,311.6630434782609,104.29135827294448,296.689001634731,1.3616703251721642,face,5.45,-3.549750737675531,4,5.741922615349563,5.692684457633402,natural_stories,311.6630434782609,5.741922615349563,natural_stories:2:376,3.7099995613098145,5650,"[1986, 11]",2,434,435,435,128,64
"face,",401,10,72,328.80555555555554,111.32639980096704,310.79756670958346,1.407136078092002,face,5.45,-3.549750737675531,4,5.795466559497783,5.7391417893431,natural_stories,328.80555555555554,5.795466559497783,natural_stories:10:401,2.4554378986358643,9717,"[1986, 11]",2,511,512,512,128,64
"face,",494,5,93,307.2795698924731,122.1075226105004,289.31863582335103,1.3958800738695307,face,5.45,-3.549750737675531,4,5.727757984311576,5.667528626856425,natural_stories,307.2795698924731,5.727757984311576,natural_stories:5:494,0.2085038125514984,6758,"[1986, 11]",2,576,577,577,128,64
face.,713,4,87,353.3103448275862,261.6763183580329,313.47458243295347,1.5343849120316924,face,5.45,-3.549750737675531,4,5.867346834512674,5.747718280017188,natural_stories,353.3103448275862,5.867346834512674,natural_stories:4:713,3.28188419342041,4902,"[1986, 13]",2,832,833,833,128,64
faced,284,1,86,327.22093023255815,135.61133053154612,306.1081782858348,1.4213654128647768,faced,4.49,-4.5100401150936795,5,5.790635570386163,5.72393856328748,natural_stories,327.22093023255815,5.790635570386163,natural_stories:1:284,3.991633415222168,3400,[7452],1,326,326,326,128,64
facial,303,10,72,397.8888888888889,198.51409681775183,360.7571338434775,1.5335502889242247,facial,4.1,-4.899626008114512,6,5.986172792662213,5.8882049724923515,natural_stories,397.8888888888889,5.986172792662213,natural_stories:10:303,7.6719560623168945,9619,[16324],1,373,373,373,128,64
facial,345,10,71,352.6478873239437,132.62030641664293,329.26165494441585,1.4559110354678886,facial,4.1,-4.899626008114512,6,5.865470072778292,5.796852738461316,natural_stories,352.6478873239437,5.865470072778292,natural_stories:10:345,7.320390701293945,9661,[16324],1,439,439,439,128,64
fact,196,10,75,323.46666666666664,169.6894885445841,298.52095282802924,1.4490084690535625,fact,5.41,-3.5900667076825585,4,5.779096068961731,5.698840124097933,natural_stories,323.46666666666664,5.779096068961731,natural_stories:10:196,3.8045449256896973,9512,[1109],1,237,237,237,128,64
fact,236,5,94,298.86170212765956,117.82916383830892,282.28809975516657,1.384414130649099,fact,5.41,-3.5900667076825585,4,5.699980931698419,5.642928179766473,natural_stories,298.86170212765956,5.699980931698419,natural_stories:5:236,8.1580228805542,6500,[1109],1,272,272,272,128,64
fact,248,5,93,329.35483870967744,126.47930275442476,309.4641176958521,1.411450075176388,fact,5.41,-3.5900667076825585,4,5.797135706673565,5.734842149041159,natural_stories,329.35483870967744,5.797135706673565,natural_stories:5:248,6.675909519195557,6512,[1109],1,285,285,285,128,64
fact,311,4,87,326.2068965517241,145.57217804804586,303.0251959985564,1.4416707265451865,fact,5.41,-3.5900667076825585,4,5.78753183205945,5.713815957162922,natural_stories,326.2068965517241,5.78753183205945,natural_stories:4:311,10.916482925415039,4500,[1109],1,361,361,361,128,64
fact,973,5,93,313.5698924731183,130.86089509969227,295.33104370958273,1.3896350602717649,fact,5.41,-3.5900667076825585,4,5.748022277722975,5.688096909230563,natural_stories,313.5698924731183,5.748022277722975,natural_stories:5:973,11.25464153289795,7237,[1109],1,1142,1142,1142,128,64
"fact,",91,8,75,313.41333333333336,96.27565903447515,299.593361011434,1.35273087690527,fact,5.41,-3.5900667076825585,4,5.747522873156489,5.702426091889642,natural_stories,313.41333333333336,5.747522873156489,natural_stories:8:91,1.422007441520691,2227,"[1109, 11]",2,115,116,116,128,64
"fact,",192,8,75,318.4,123.13330504299316,297.72869013053065,1.4445842551726733,fact,5.41,-3.5900667076825585,4,5.763308453970228,5.6961826360034165,natural_stories,318.4,5.763308453970228,natural_stories:8:192,3.028554677963257,2328,"[1109, 11]",2,239,240,240,128,64
fact.,450,8,70,326.92857142857144,140.38965664742463,301.82637967327906,1.4823417352552324,fact,5.41,-3.5900667076825585,4,5.789741711038383,5.709851950311388,natural_stories,326.92857142857144,5.789741711038383,natural_stories:8:450,7.49165153503418,2586,"[1109, 13]",2,553,554,554,128,64
fact.,654,8,72,372.4861111111111,217.90907737302945,331.29858281028373,1.5791581327801478,fact,5.41,-3.5900667076825585,4,5.9201997515167335,5.8030200316338085,natural_stories,372.4861111111111,5.9201997515167335,natural_stories:8:654,6.606552600860596,2790,"[1109, 13]",2,804,805,805,128,64
facto,70,4,88,459.27272727272725,379.3922462162718,385.14768690798144,1.7156367515737354,facto,3.58,-5.420204974731411,5,6.129644210672011,5.953626863089603,natural_stories,459.27272727272725,6.129644210672011,natural_stories:4:70,5.8063459396362305,4259,[26126],1,76,76,76,128,64
factors,808,10,68,335.0882352941176,123.8135014572643,313.95729728192373,1.4375514737130255,factors,4.64,-4.359517569221832,7,5.814393886081954,5.74925698074253,natural_stories,335.0882352941176,5.814393886081954,natural_stories:10:808,2.803701877593994,10124,[5087],1,1030,1030,1030,128,64
failure.,10,7,75,460.52,195.4225747008331,419.99036165925344,1.561722955819283,failure,4.72,-4.279839869367247,7,6.132356285805463,6.040231762583746,natural_stories,460.52,6.132356285805463,natural_stories:7:10,15.490131378173828,8327,"[5287, 13]",2,10,11,11,128,64
fair,248,3,91,370.3736263736264,153.62202159497028,345.8573739225491,1.4365242925904949,fair,4.99,-4.01010499176305,4,5.914512297142003,5.846026475977459,natural_stories,370.3736263736264,5.914512297142003,natural_stories:3:248,11.004918098449707,7525,[3148],1,284,284,284,128,64
fair,1035,1,84,336.20238095238096,175.3179404260346,309.8760182833902,1.4521495221043703,fair,4.99,-4.01010499176305,4,5.817713302901791,5.736172276460129,natural_stories,336.20238095238096,5.817713302901791,natural_stories:1:1035,15.703056335449219,4151,[3148],1,1245,1245,1245,128,64
fall,763,9,76,304.13157894736844,93.3291440162558,290.14611434854817,1.3676989370618415,fall,5.13,-3.8696659098054966,4,5.717460433249055,5.670384638675666,natural_stories,304.13157894736844,5.717460433249055,natural_stories:9:763,6.688270568847656,762,[2121],1,973,973,973,128,64
fall,952,9,74,305.3378378378378,103.44706501885126,289.78030202882303,1.3793541957882691,fall,5.13,-3.8696659098054966,4,5.721418828641211,5.66912305666142,natural_stories,305.3378378378378,5.721418828641211,natural_stories:9:952,0.13300466537475586,951,[2121],1,1200,1200,1200,128,64
"fall,",711,3,90,349.9222222222222,166.82859586863586,320.3388058351317,1.4996967670760044,fall,5.13,-3.8696659098054966,4,5.85771090756622,5.76937920392878,natural_stories,349.9222222222222,5.85771090756622,natural_stories:3:711,14.91450309753418,7988,"[2121, 11]",2,834,835,835,128,64
fallen,1013,3,90,312.4888888888889,109.44664129559388,296.53238885307417,1.3738652851546755,fallen,4.39,-4.610832143008547,6,5.744568912988787,5.692156449750319,natural_stories,312.4888888888889,5.744568912988787,natural_stories:3:1013,6.277838706970215,8290,[9292],1,1181,1181,1181,128,64
falling,19,3,93,371.247311827957,188.4583713642363,335.68146814570736,1.5425452180246688,falling,4.66,-4.340082849615037,7,5.916868449223238,5.816162698845018,natural_stories,371.247311827957,5.916868449223238,natural_stories:3:19,3.309447765350342,7296,[7463],1,19,19,19,128,64
falling,51,6,82,379.219512195122,325.9618634207036,324.87157395525844,1.62948099974448,falling,4.66,-4.340082849615037,7,5.938115225267806,5.783429947173869,natural_stories,379.219512195122,5.938115225267806,natural_stories:6:51,10.761820793151855,1088,[7463],1,64,64,64,128,64
"falls,",759,3,89,306.685393258427,112.01162637561112,288.92717444117034,1.4089550014687835,falls,4.63,-4.369571107893071,5,5.725822444483718,5.666174664804182,natural_stories,306.685393258427,5.725822444483718,natural_stories:3:759,5.8404011726379395,8036,"[8953, 11]",2,890,891,891,128,64
false,599,8,73,343.3972602739726,119.2702044060306,325.1176671541339,1.3905398859978253,false,4.63,-4.369571107893071,5,5.838887970196175,5.784187169586395,natural_stories,343.3972602739726,5.838887970196175,natural_stories:8:599,0.23025327920913696,2735,[3991],1,733,733,733,128,64
fame,407,8,74,348.5405405405405,157.4949609273644,322.4123971293724,1.4659637351887838,fame,4.34,-4.659553902084583,4,5.853754552102185,5.775831462527719,natural_stories,348.5405405405405,5.853754552102185,natural_stories:8:407,16.11888885498047,2543,[16117],1,502,502,502,128,64
fame,1056,1,87,338.17241379310343,157.5502287494041,309.7103542112492,1.50359639726786,fame,4.34,-4.659553902084583,4,5.823555865405846,5.735637519456286,natural_stories,338.17241379310343,5.823555865405846,natural_stories:1:1056,9.384868621826172,4172,[16117],1,1268,1268,1268,128,64
fame.,317,1,84,318.2261904761905,106.3388934945725,301.95599492144896,1.383720543899755,fame,4.34,-4.659553902084583,4,5.762762420738394,5.710281294577186,natural_stories,318.2261904761905,5.762762420738394,natural_stories:1:317,7.78743314743042,3433,"[16117, 13]",2,361,362,362,128,64
families,199,10,73,331.73972602739724,128.92838531065527,310.02212746450726,1.445270915628158,families,4.94,-4.059981346376685,8,5.80435070371211,5.736643673849604,natural_stories,331.73972602739724,5.80435070371211,natural_stories:10:199,9.476691246032715,9515,[4172],1,240,240,240,128,64
family,751,10,69,320.3623188405797,109.21591822872662,303.56981014496085,1.3881056283492594,family,5.66,-3.340083704898545,6,5.769452601663084,5.715611601001805,natural_stories,320.3623188405797,5.769452601663084,natural_stories:10:751,4.819057464599609,10067,[1641],1,965,965,965,128,64
family,762,10,68,357.20588235294116,227.87876842569128,324.5071591769969,1.4781612253706715,family,5.66,-3.340083704898545,6,5.878312316820112,5.782307598079505,natural_stories,357.20588235294116,5.878312316820112,natural_stories:10:762,8.66739273071289,10078,[1641],1,979,979,979,128,64
family,1000,6,78,279.05128205128204,86.76986990315429,267.1018316121155,1.340989557760116,family,5.66,-3.340083704898545,6,5.631395571566415,5.587629977494558,natural_stories,279.05128205128204,5.631395571566415,natural_stories:6:1000,5.93533992767334,2037,[1641],1,1227,1227,1227,128,64
famous,133,9,80,347.6875,134.05190698316375,324.5469922031246,1.4508225161159125,famous,4.84,-4.159893277950514,6,5.851304087835512,5.782430339844867,natural_stories,347.6875,5.851304087835512,natural_stories:9:133,9.958806991577148,132,[5863],1,171,171,171,128,64
famous,299,8,75,315.04,97.27801340432428,301.1551449616055,1.351819115656415,famous,4.84,-4.159893277950514,6,5.752699614890815,5.707625563725681,natural_stories,315.04,5.752699614890815,natural_stories:8:299,1.9013457298278809,2435,[5863],1,366,366,366,128,64
famous,300,5,93,314.1290322580645,134.0523280214348,293.9472344895354,1.4120154707121044,famous,4.84,-4.159893277950514,6,5.7498038322575,5.683400276705812,natural_stories,314.1290322580645,5.7498038322575,natural_stories:5:300,1.2875065803527832,6564,[5863],1,347,347,347,128,64
fanned,443,2,91,340.34065934065933,165.26007918700074,311.32528351723926,1.498795316878448,fanned,2.74,-6.259558355050234,6,5.829947055241347,5.740838293286117,natural_stories,340.34065934065933,5.829947055241347,natural_stories:2:443,13.080565452575684,5717,"[277, 3577]",2,511,512,512,128,64
far,905,3,91,305.0989010989011,109.45704940955456,288.7130447310342,1.3851654109270986,far,5.5,-3.5003127799466554,3,5.7206359899426245,5.6654332700299355,natural_stories,305.0989010989011,5.7206359899426245,natural_stories:3:905,14.2706880569458,8182,[1290],1,1056,1056,1056,128,64
faraway,58,4,88,390.47727272727275,254.39985619857532,339.93485235850386,1.641177143901547,faraway,2.99,-6.010060986715464,7,5.967369767143706,5.828753988540247,natural_stories,390.47727272727275,5.967369767143706,natural_stories:4:58,10.215134620666504,4247,"[1290, 8272]",2,60,61,61,128,64
fashionably,73,4,88,429.89772727272725,260.1104115595373,376.9120054355702,1.6336222319338398,fashionably,2.49,-6.509900994936695,11,6.063547336846548,5.932011752871575,natural_stories,429.89772727272725,6.063547336846548,natural_stories:4:73,21.820697784423828,4262,"[6977, 1346]",2,80,81,81,128,64
fast,20,3,91,360.4835164835165,167.71936631285558,329.3403556773211,1.516325143723974,fast,5.13,-3.8696659098054966,4,5.887446231639452,5.797091731759274,natural_stories,360.4835164835165,5.887446231639452,natural_stories:3:20,5.454323768615723,7297,[3049],1,20,20,20,128,64
fast,263,2,90,314.7,110.0548841628116,296.6310661805423,1.4161491886081916,fast,5.13,-3.8696659098054966,4,5.751619804070361,5.6924891652186815,natural_stories,314.7,5.751619804070361,natural_stories:2:263,7.161266803741455,5537,[3049],1,304,304,304,128,64
fast,470,2,91,317.42857142857144,142.8952330172271,294.8938715664286,1.442168224062705,fast,5.13,-3.8696659098054966,4,5.760252821144262,5.686615534209664,natural_stories,317.42857142857144,5.760252821144262,natural_stories:2:470,12.00688362121582,5744,[3049],1,543,543,543,128,64
fast,892,5,94,297.21276595744683,93.18577494705012,285.63804002612005,1.3141653745590942,fast,5.13,-3.8696659098054966,4,5.694448266017492,5.654725414964748,natural_stories,297.21276595744683,5.694448266017492,natural_stories:5:892,5.157078742980957,7156,[3049],1,1050,1050,1050,128,64
fast,898,4,87,361.2183908045977,295.40529609363995,311.64005414008244,1.5893213109017836,fast,5.13,-3.8696659098054966,4,5.889482736095493,5.741848849189001,natural_stories,361.2183908045977,5.889482736095493,natural_stories:4:898,12.358626365661621,5087,[3049],1,1058,1058,1058,128,64
father,370,3,90,331.9,103.49836344578138,317.11947413907114,1.3549026607705277,father,5.26,-3.739928373391649,6,5.804833718725929,5.7592785929006896,natural_stories,331.9,5.804833718725929,natural_stories:3:370,5.100369930267334,7647,[2988],1,432,432,432,128,64
fear,970,4,88,313.8181818181818,135.9983557587003,293.60916709518983,1.4152609640761218,fear,4.95,-4.050121808539738,4,5.748813779404948,5.68224951932919,natural_stories,313.8181818181818,5.748813779404948,natural_stories:4:970,1.885469913482666,5159,[3252],1,1143,1143,1143,128,64
feared,434,1,86,329.36046511627904,139.67111898108422,306.8888388897965,1.4399527111242494,feared,3.94,-5.059976858861581,6,5.797152789642699,5.726485593710546,natural_stories,329.36046511627904,5.797152789642699,natural_stories:1:434,14.891377449035645,3550,[15240],1,507,507,507,128,64
"feared,",270,5,94,413.3191489361702,167.0933170974314,383.09811361849586,1.4799427119190764,feared,3.94,-5.059976858861581,6,6.024220052252217,5.948291127702039,natural_stories,413.3191489361702,6.024220052252217,natural_stories:5:270,17.196102142333984,6534,"[15240, 11]",2,315,316,316,128,64
fears,1018,4,88,319.7613636363636,167.976462111233,296.5039464552097,1.4259958937598527,fears,4.17,-4.829735350192781,5,5.767574978956032,5.692060528484816,natural_stories,319.7613636363636,5.767574978956032,natural_stories:4:1018,5.97667932510376,5207,[10251],1,1197,1197,1197,128,64
fearsome,158,1,86,369.9767441860465,189.76524052530775,339.22643408286325,1.481188003386793,fearsome,3.05,-5.9507432027677725,8,5.913440150111677,5.82666783155013,natural_stories,369.9767441860465,5.913440150111677,natural_stories:1:158,12.508896827697754,3274,[46056],1,181,181,181,128,64
fearsome,1071,1,87,424.2528735632184,182.7309763833672,386.6970996358624,1.5514485121778328,fearsome,3.05,-5.9507432027677725,8,6.050329677369461,5.957641698289966,natural_stories,424.2528735632184,6.050329677369461,natural_stories:1:1071,14.757949829101562,4187,[46056],1,1284,1284,1284,128,64
feathers,509,4,88,337.09090909090907,142.69746442451958,313.650004511415,1.4493263401962808,feathers,3.79,-5.20970779721534,8,5.820352653887375,5.7482777289263485,natural_stories,337.09090909090907,5.820352653887375,natural_stories:4:509,5.618259906768799,4698,[27400],1,595,595,595,128,64
feathers.,441,4,88,365.28409090909093,157.99694081598548,334.9508694317364,1.5155034936734404,feathers,3.79,-5.20970779721534,8,5.900675382097581,5.813983862656943,natural_stories,365.28409090909093,5.900675382097581,natural_stories:4:441,11.844167709350586,4630,"[27400, 13]",2,514,515,515,128,64
featuring,217,8,75,351.41333333333336,204.37254624253632,317.0436750828953,1.5291739955538757,featuring,4.45,-4.549749351632015,9,5.8619631184974,5.759039540673736,natural_stories,351.41333333333336,5.8619631184974,natural_stories:8:217,10.904657363891602,2353,[9593],1,271,271,271,128,64
